Test	Confs. (features enabled)
tests.Pilot_CommandLine.test6PreTrue(Pilot_CommandLine.java:58)	CUT_NO_MANAGER, GUI
tests.Pilot_CommandLine.test6PreTrue(Pilot_CommandLine.java:58)	CUT_NO_MANAGER, GUI, LOGGING
tests.Pilot_CommandLine.test6PreTrue(Pilot_CommandLine.java:58)	CUT_NO_MANAGER, LOGGING, TOTAL_REDUCER
tests.Pilot_CommandLine.test6PreTrue(Pilot_CommandLine.java:58)	ACCESS_CONTROL, CUT_WHATEVER, LOGGING, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_WHATEVER, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	CUT_WHATEVER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_NO_DEPARTMENT, GUI, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, GUI, TOTAL_REDUCER
tests.Pilot.test5(Pilot.java:53)	CUT_NO_MANAGER
tests.Pilot.test5(Pilot.java:53)	TOTAL_REDUCER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, GUI
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_NO_DEPARTMENT, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	CUT_NO_DEPARTMENT, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, GUI, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_WHATEVER, GUI, TOTAL_REDUCER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_WHATEVER, GUI
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_NO_MANAGER, GUI, TOTAL_REDUCER
tests.Pilot.test5(Pilot.java:53)	CUT_WHATEVER, GUI, TOTAL_REDUCER
tests.Pilot.test5(Pilot.java:53)	GUI, TOTAL_REDUCER
tests.Pilot.test5(Pilot.java:53)	CUT_WHATEVER, TOTAL_REDUCER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_NO_MANAGER, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	CUT_WHATEVER, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_NO_MANAGER, GUI
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_NO_DEPARTMENT
tests.Pilot.test5(Pilot.java:53)	CUT_NO_DEPARTMENT
tests.Pilot.test5(Pilot.java:53)	GUI
tests.Pilot.test5(Pilot.java:53)	CUT_NO_MANAGER, GUI, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_NO_MANAGER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_NO_MANAGER, TOTAL_REDUCER
tests.Pilot.test5(Pilot.java:53)	CUT_WHATEVER, GUI, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_NO_MANAGER, GUI, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	CUT_NO_MANAGER, GUI
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_NO_DEPARTMENT, GUI
tests.Pilot.test5(Pilot.java:53)	CUT_NO_DEPARTMENT, GUI, TOTAL_REDUCER
tests.Pilot.test5(Pilot.java:53)	GUI, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	CUT_WHATEVER, GUI
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_WHATEVER
tests.Pilot.test5(Pilot.java:53)	CUT_NO_MANAGER, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	CUT_NO_DEPARTMENT, GUI, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	CUT_NO_DEPARTMENT, TOTAL_REDUCER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_WHATEVER, GUI, TOTAL_WALKER
tests.Pilot.test5(Pilot.java:53)	ACCESS_CONTROL, CUT_WHATEVER, TOTAL_REDUCER
